Dimensions,Weight (lbs),FedEx Ground or FedEx Home Delivery,FedEx Standard Overnight,UPS Ground,UPS 3 Day Select,UPS 2nd Day Air,UPS Next Day Air Savar,UPS Next Day Air,USPS Priority,USPS Priority Express
28x18x12,7,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
28x18x18,7,38.01,331.2,45.42,68.53,97.72,192.03,201.51,125.93,357.97
28x20x10,7,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x20x12,7,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
28x20x20,7,73.46,424.05,62.89,94.13,129.62,242.35,253.75,138.43,434.98
28x20x24,7,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x20x25,7,79.64,502.04,71.9,113.28,160.23,296.57,310.69,0.0,0.0
28x24x6,7,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x24x12,7,37.33,286.79,44.34,62.13,88.42,174.24,182.82,119.87,323.93
28x24x20,7,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x28x6,7,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
28x28x8,7,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x28x10,7,37.23,286.61,44.21,61.06,86.87,171.27,179.7,118.86,318.18
28x28x12,7,70.19,366.5,58.31,82.4,112.58,209.72,219.49,127.49,372.23
28x28x20,7,85.7,554.82,80.04,124.62,178.57,328.77,344.5,0.0,0.0
28x28x22,7,89.48,619.64,86.38,134.82,195.08,357.75,374.92,0.0,0.0
28x28x28,7,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,7,13.55,104.14,13.42,16.93,25.99,55.58,61.55,22.75,74.43
29x17x5,7,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
29x17x7,7,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
29x17x9,7,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
29x17x12,7,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
29x17x15,7,35.37,276.9,42.05,57.87,82.22,162.36,170.36,115.7,301.1
29x17x20,7,39.74,347.54,47.98,73.86,105.47,206.86,217.08,129.6,389.27
29x24x24,7,89.02,602.86,84.63,131.42,189.58,348.09,364.78,0.0,0.0
30x5x24,7,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x6x6,7,13.03,92.89,13.42,16.93,22.75,49.65,55.62,22.75,74.43
30x6x24,7,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x6x30,7,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x6x40,7,66.77,306.39,53.47,68.55,92.42,171.15,178.99,0.0,0.0
30x8x8,7,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
30x10x10,7,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
30x12x4,7,13.55,104.14,13.42,16.93,25.99,55.58,61.55,22.75,74.43
30x12x6,7,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
30x12x12,7,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x13x13,7,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
30x14x7,7,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
30x14x10,7,24.73,188.59,27.62,37.49,52.77,106.01,111.98,88.78,194.78
30x15x15,7,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
30x17x16,7,37.43,287.77,44.67,63.2,89.97,177.2,185.93,120.92,329.68
30x17x17,7,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x16,7,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x18,7,39.16,346.44,47.42,72.79,103.92,203.9,213.96,128.95,383.55
30x20x4,7,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
30x20x6,7,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x20x8,7,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
30x20x10,7,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
30x20x12,7,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x20x18,7,72.53,420.55,61.8,92.0,126.52,236.41,247.52,136.28,423.57
30x20x20,7,75.14,454.29,65.02,99.67,138.23,257.94,270.12,0.0,0.0
30x24x6,7,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x24x10,7,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x24x12,7,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x24x20,7,80.94,509.19,73.79,115.54,163.9,303.01,317.45,0.0,0.0
30x24x24,7,90.83,625.23,87.35,135.96,196.91,360.97,378.3,0.0,0.0
30x26x24,7,94.95,669.98,93.92,145.03,211.59,386.73,405.35,0.0,0.0
30x30x6,7,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x30x8,7,66.77,306.39,53.47,68.55,92.42,171.15,178.99,114.61,295.52
30x30x10,7,69.53,362.72,57.17,80.28,109.47,203.78,213.26,0.0,0.0
30x30x12,7,72.53,420.55,61.8,92.0,126.52,236.41,247.52,0.0,0.0
24x18x6,8,16.59,142.25,19.31,26.5,37.16,76.34,82.32,35.72,119.62
24x18x8,8,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x18x10,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
24x18x12,8,27.87,213.94,32.18,44.0,62.08,123.8,130.12,99.64,226.62
24x18x14,8,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x18x15,8,32.61,247.35,38.37,52.54,74.47,147.53,154.78,110.32,270.98
27x14x9,8,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
27x27x27,8,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,8,13.33,98.19,14.19,17.98,24.37,52.61,58.58,24.43,80.32
28x4x24,8,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x6x6,8,13.33,98.19,14.19,17.98,24.37,52.61,58.58,24.43,80.32
28x6x20,8,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x6x52,8,69.5,359.24,56.46,78.14,106.37,197.85,207.03,0.0,0.0
28x8x8,8,14.78,115.98,16.42,21.16,29.23,61.51,67.49,28.85,96.73
28x10x10,8,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x6,8,15.34,127.08,17.56,23.15,32.43,67.44,73.42,31.61,105.88
28x12x8,8,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x10,8,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x12x12,8,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x14x14,8,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x15x15,8,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x16x5,8,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
28x16x7,8,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x16x10,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
28x16x12,8,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
28x16x14,8,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x17x5,8,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
28x18x6,8,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x18x8,8,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x18x10,8,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
28x18x12,8,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
28x18x18,8,38.01,331.2,45.42,68.53,97.72,192.03,201.51,125.93,357.97
28x20x10,8,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x20x12,8,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
28x20x20,8,73.46,424.05,62.89,94.13,129.62,242.35,253.75,138.43,434.98
28x20x24,8,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x20x25,8,79.64,502.04,71.9,113.28,160.23,296.57,310.69,0.0,0.0
28x24x6,8,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x24x12,8,37.33,286.79,44.34,62.13,88.42,174.24,182.82,119.87,323.93
28x24x20,8,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x28x6,8,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
28x28x8,8,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x28x10,8,37.23,286.61,44.21,61.06,86.87,171.27,179.7,118.86,318.18
28x28x12,8,70.19,366.5,58.31,82.4,112.58,209.72,219.49,127.49,372.23
28x28x20,8,85.7,554.82,80.04,124.62,178.57,328.77,344.5,0.0,0.0
28x28x22,8,89.48,619.64,86.38,134.82,195.08,357.75,374.92,0.0,0.0
28x28x28,8,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,8,13.55,104.14,14.19,17.98,25.99,55.58,61.55,24.43,80.32
29x17x5,8,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
29x17x7,8,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
29x17x9,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
29x17x12,8,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
29x17x15,8,35.37,276.9,42.05,57.87,82.22,162.36,170.36,115.7,301.1
29x17x20,8,39.74,347.54,47.98,73.86,105.47,206.86,217.08,129.6,389.27
29x24x24,8,89.02,602.86,84.63,131.42,189.58,348.09,364.78,0.0,0.0
30x5x24,8,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x6x6,8,13.33,98.19,14.19,17.98,24.37,52.61,58.58,24.43,80.32
30x6x24,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x6x30,8,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x6x40,8,66.77,306.39,53.47,68.55,92.42,171.15,178.99,0.0,0.0
30x8x8,8,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
30x10x10,8,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
30x12x4,8,13.55,104.14,14.19,17.98,25.99,55.58,61.55,24.43,80.32
30x12x6,8,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
30x12x12,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x13x13,8,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
30x14x7,8,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
30x14x10,8,24.73,188.59,27.62,37.49,52.77,106.01,111.98,88.78,194.78
30x15x15,8,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
30x17x16,8,37.43,287.77,44.67,63.2,89.97,177.2,185.93,120.92,329.68
30x17x17,8,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x16,8,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x18,8,39.16,346.44,47.42,72.79,103.92,203.9,213.96,128.95,383.55
30x20x4,8,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
30x20x6,8,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x20x8,8,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
30x20x10,8,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
30x20x12,8,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x20x18,8,72.53,420.55,61.8,92.0,126.52,236.41,247.52,136.28,423.57
30x20x20,8,75.14,454.29,65.02,99.67,138.23,257.94,270.12,0.0,0.0
30x24x6,8,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x24x10,8,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x24x12,8,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x24x20,8,80.94,509.19,73.79,115.54,163.9,303.01,317.45,0.0,0.0
30x24x24,8,90.83,625.23,87.35,135.96,196.91,360.97,378.3,0.0,0.0
30x26x24,8,94.95,669.98,93.92,145.03,211.59,386.73,405.35,0.0,0.0
30x30x6,8,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x30x8,8,66.77,306.39,53.47,68.55,92.42,171.15,178.99,114.61,295.52
30x30x10,8,69.53,362.72,57.17,80.28,109.47,203.78,213.26,0.0,0.0
30x30x12,8,72.53,420.55,61.8,92.0,126.52,236.41,247.52,0.0,0.0
24x18x6,9,16.59,142.25,19.31,26.5,37.16,76.34,82.32,35.72,119.62
24x18x8,9,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x18x10,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
24x18x12,9,27.87,213.94,32.18,44.0,62.08,123.8,130.12,99.64,226.62
24x18x14,9,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x18x15,9,32.61,247.35,38.37,52.54,74.47,147.53,154.78,110.32,270.98
27x14x9,9,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
27x27x27,9,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,9,13.55,104.14,14.68,19.06,25.99,55.58,61.55,25.78,86.25
28x4x24,9,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x6x6,9,13.55,104.14,14.68,19.06,25.99,55.58,61.55,25.78,86.25
28x6x20,9,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x6x52,9,69.5,359.24,56.46,78.14,106.37,197.85,207.03,0.0,0.0
28x8x8,9,14.78,115.98,16.42,21.16,29.23,61.51,67.49,28.85,96.73
28x10x10,9,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x6,9,15.34,127.08,17.56,23.15,32.43,67.44,73.42,31.61,105.88
28x12x8,9,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x10,9,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x12x12,9,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x14x14,9,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x15x15,9,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x16x5,9,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
28x16x7,9,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x16x10,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
28x16x12,9,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
28x16x14,9,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x17x5,9,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
28x18x6,9,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x18x8,9,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x18x10,9,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
28x18x12,9,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
28x18x18,9,38.01,331.2,45.42,68.53,97.72,192.03,201.51,125.93,357.97
28x20x10,9,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x20x12,9,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
28x20x20,9,73.46,424.05,62.89,94.13,129.62,242.35,253.75,138.43,434.98
28x20x24,9,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x20x25,9,79.64,502.04,71.9,113.28,160.23,296.57,310.69,0.0,0.0
28x24x6,9,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x24x12,9,37.33,286.79,44.34,62.13,88.42,174.24,182.82,119.87,323.93
28x24x20,9,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x28x6,9,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
28x28x8,9,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x28x10,9,37.23,286.61,44.21,61.06,86.87,171.27,179.7,118.86,318.18
28x28x12,9,70.19,366.5,58.31,82.4,112.58,209.72,219.49,127.49,372.23
28x28x20,9,85.7,554.82,80.04,124.62,178.57,328.77,344.5,0.0,0.0
28x28x22,9,89.48,619.64,86.38,134.82,195.08,357.75,374.92,0.0,0.0
28x28x28,9,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,9,13.55,104.14,14.68,19.06,25.99,55.58,61.55,25.78,86.25
29x17x5,9,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
29x17x7,9,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
29x17x9,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
29x17x12,9,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
29x17x15,9,35.37,276.9,42.05,57.87,82.22,162.36,170.36,115.7,301.1
29x17x20,9,39.74,347.54,47.98,73.86,105.47,206.86,217.08,129.6,389.27
29x24x24,9,89.02,602.86,84.63,131.42,189.58,348.09,364.78,0.0,0.0
30x5x24,9,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x6x6,9,13.55,104.14,14.68,19.06,25.99,55.58,61.55,25.78,86.25
30x6x24,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x6x30,9,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x6x40,9,66.77,306.39,53.47,68.55,92.42,171.15,178.99,0.0,0.0
30x8x8,9,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
30x10x10,9,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
30x12x4,9,13.55,104.14,14.68,19.06,25.99,55.58,61.55,25.78,86.25
30x12x6,9,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
30x12x12,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x13x13,9,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
30x14x7,9,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
30x14x10,9,24.73,188.59,27.62,37.49,52.77,106.01,111.98,88.78,194.78
30x15x15,9,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
30x17x16,9,37.43,287.77,44.67,63.2,89.97,177.2,185.93,120.92,329.68
30x17x17,9,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x16,9,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x18,9,39.16,346.44,47.42,72.79,103.92,203.9,213.96,128.95,383.55
30x20x4,9,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
30x20x6,9,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x20x8,9,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
30x20x10,9,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
30x20x12,9,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x20x18,9,72.53,420.55,61.8,92.0,126.52,236.41,247.52,136.28,423.57
30x20x20,9,75.14,454.29,65.02,99.67,138.23,257.94,270.12,0.0,0.0
30x24x6,9,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x24x10,9,35.26,274.87,41.72,56.8,80.67,159.4,167.24,114.61,295.52
30x24x12,9,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x24x20,9,80.94,509.19,73.79,115.54,163.9,303.01,317.45,0.0,0.0
30x24x24,9,90.83,625.23,87.35,135.96,196.91,360.97,378.3,0.0,0.0
30x26x24,9,94.95,669.98,93.92,145.03,211.59,386.73,405.35,0.0,0.0
30x30x6,9,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x30x8,9,66.77,306.39,53.47,68.55,92.42,171.15,178.99,114.61,295.52
30x30x10,9,69.53,362.72,57.17,80.28,109.47,203.78,213.26,0.0,0.0
30x30x12,9,72.53,420.55,61.8,92.0,126.52,236.41,247.52,0.0,0.0
24x18x6,10,16.59,142.25,19.31,26.5,37.16,76.34,82.32,35.72,119.62
24x18x8,10,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
24x18x10,10,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
24x18x12,10,27.87,213.94,32.18,44.0,62.08,123.8,130.12,99.64,226.62
24x18x14,10,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
24x18x15,10,32.61,247.35,38.37,52.54,74.47,147.53,154.78,110.32,270.98
27x14x9,10,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
27x27x27,10,332.55,0.0,167.8,221.33,292.09,475.55,495.14,0.0,0.0
28x4x4,10,13.87,105.6,15.24,19.99,27.61,58.54,64.52,26.93,92.15
28x4x24,10,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x6x6,10,13.87,105.6,15.24,19.99,27.61,58.54,64.52,26.93,92.15
28x6x20,10,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x6x52,10,69.5,359.24,56.46,78.14,106.37,197.85,207.03,0.0,0.0
28x8x8,10,14.78,115.98,16.42,21.16,29.23,61.51,67.49,28.85,96.73
28x10x10,10,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x6,10,15.34,127.08,17.56,23.15,32.43,67.44,73.42,31.61,105.88
28x12x8,10,16.72,145.91,19.91,27.61,38.75,79.31,85.28,37.08,124.2
28x12x10,10,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
28x12x12,10,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x14x14,10,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x15x15,10,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x16x5,10,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
28x16x7,10,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x16x10,10,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
28x16x12,10,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
28x16x14,10,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x17x5,10,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
28x18x6,10,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
28x18x8,10,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x18x10,10,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
28x18x12,10,31.21,239.36,36.63,49.33,69.83,138.64,145.44,106.45,253.88
28x18x18,10,38.01,331.2,45.42,68.53,97.72,192.03,201.51,125.93,357.97
28x20x10,10,29.7,224.45,34.22,46.14,65.17,129.74,136.17,102.58,237.25
28x20x12,10,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
28x20x20,10,73.46,424.05,62.89,94.13,129.62,242.35,253.75,138.43,434.98
28x20x24,10,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x20x25,10,79.64,502.04,71.9,113.28,160.23,296.57,310.69,0.0,0.0
28x24x6,10,23.93,178.44,26.6,36.4,51.22,103.04,109.01,75.51,189.47
28x24x12,10,37.33,286.79,44.34,62.13,88.42,174.24,182.82,119.87,323.93
28x24x20,10,77.82,494.44,69.38,108.74,152.9,283.7,297.17,0.0,0.0
28x28x6,10,26.34,201.68,30.04,40.74,57.42,114.9,121.04,95.92,210.7
28x28x8,10,31.83,242.62,37.39,50.4,71.37,141.61,148.56,107.76,259.57
28x28x10,10,37.23,286.61,44.21,61.06,86.87,171.27,179.7,118.86,318.18
28x28x12,10,70.19,366.5,58.31,82.4,112.58,209.72,219.49,127.49,372.23
28x28x20,10,85.7,554.82,80.04,124.62,178.57,328.77,344.5,0.0,0.0
28x28x22,10,89.48,619.64,86.38,134.82,195.08,357.75,374.92,0.0,0.0
28x28x28,10,339.65,0.0,178.22,237.21,317.77,520.63,542.47,0.0,0.0
29x17x3,10,13.87,105.6,15.24,19.99,27.61,58.54,64.52,26.93,92.15
29x17x5,10,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
29x17x7,10,21.44,164.91,23.02,32.06,45.02,91.17,97.15,42.61,143.23
29x17x9,10,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
29x17x12,10,30.86,232.66,35.9,48.27,68.27,135.67,142.33,105.17,248.3
29x17x15,10,35.37,276.9,42.05,57.87,82.22,162.36,170.36,115.7,301.1
29x17x20,10,39.74,347.54,47.98,73.86,105.47,206.86,217.08,129.6,389.27
29x24x24,10,89.02,602.86,84.63,131.42,189.58,348.09,364.78,0.0,0.0
30x5x24,10,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
30x6x6,10,13.87,105.6,15.24,19.99,27.61,58.54,64.52,26.93,92.15
30x6x24,10,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x6x30,10,28.73,221.37,33.13,45.07,63.62,126.77,133.14,101.02,231.93
30x6x40,10,66.77,306.39,53.47,68.55,92.42,171.15,178.99,0.0,0.0
30x8x8,10,15.04,121.62,16.86,22.11,30.86,64.48,70.45,30.23,101.32
30x10x10,10,17.97,152.9,21.51,29.84,41.9,85.24,91.22,39.81,133.35
30x12x4,10,13.87,105.6,15.24,19.99,27.61,58.54,64.52,26.93,92.15
30x12x6,10,15.85,132.83,18.14,24.27,34.01,70.41,76.39,32.98,110.47
30x12x12,10,25.08,194.3,28.04,38.57,54.33,108.98,114.99,92.24,200.08
30x13x13,10,27.75,210.99,31.53,42.92,60.52,120.84,127.09,98.52,221.32
30x14x7,10,17.34,149.51,20.7,28.73,40.32,82.28,88.25,38.44,128.77
30x14x10,10,24.73,188.59,27.62,37.49,52.77,106.01,111.98,88.78,194.78
30x15x15,10,33.6,256.2,39.27,53.6,76.02,150.5,157.9,111.36,278.48
30x17x16,10,37.43,287.77,44.67,63.2,89.97,177.2,185.93,120.92,329.68
30x17x17,10,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x16,10,37.98,327.72,44.71,66.39,94.62,186.1,195.28,123.87,346.63
30x18x18,10,39.16,346.44,47.42,72.79,103.92,203.9,213.96,128.95,383.55
30x20x4,10,16.21,137.24,19.0,25.39,35.59,73.37,79.35,34.35,115.03
30x20x6,10,22.04,171.81,24.07,33.14,46.58,94.14,100.12,69.42,173.55
